image,celeb,role,movie,description
"https://m.media-amazon.com/images/M/MV5BMWY4OWYxMmYtYWQ1Yy00NzI2LTkxMzktMWViM2JlOGEwNDgwXkEyXkFqcGdeQXVyNDE1NzY2MTI@._V1_UY209_CR20,0,140,209_AL_.jpg",Teresa Palmer,Actress,I Am Number Four,"Actress and model Teresa Palmer has gathered some impressive film credits. She was born in Adelaide, South Australia, to Kevin Palmer, an investor, and Paula Sanders, a former missionary and nurse. She completed high school at Mercedes College in 2003, where she was a popular student who was ..."
"https://m.media-amazon.com/images/M/MV5BMzIwMjIwNjg0M15BMl5BanBnXkFtZTgwOTI3MDEzMDE@._V1_UY209_CR10,0,140,209_AL_.jpg",Lena Headey,Actress,Game of Thrones,"Lena Headey is a British actress. She was born in Bermuda to parents from Yorkshire, England, where she was raised. She is the daughter John Headey, a police officer, and his wife Sue. Headey is best known for her role as ""Cersei Lannister"" in  (2011) (2011-present) and ..."
"https://m.media-amazon.com/images/M/MV5BMjE4NDMwMzc4Ml5BMl5BanBnXkFtZTcwMDg4Nzg4Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg",Gerard Butler,Actor,The Phantom of the Opera,"Gerard James Butler was born in Paisley, Scotland, to Margaret and Edward Butler, a bookmaker. His family is of Irish origin. Gerard spent some of his very early childhood in Montreal, Quebec, but was mostly raised, along with his older brother and sister, in his hometown of Paisley. His parents ..."
"https://m.media-amazon.com/images/M/MV5BMzk2NjE4NDgzNl5BMl5BanBnXkFtZTcwNTI3NTEzMQ@@._V1_UY209_CR11,0,140,209_AL_.jpg",Lee Pace,Actor,Guardians of the Galaxy,"In 2003, Lee Grinner Pace starred in the Sundance hit,  (2003), an extraordinary telefilm created for Showtime. The film was based on the true story of a transgender nightclub performer in love with a soldier who is brutally murdered for their relationship. His breakthrough ..."
"https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_UY209_CR9,0,140,209_AL_.jpg",Robert De Niro,Actor,Raging Bull,"One of the greatest actors of all time,  was born on August 17, 1943 in Manhattan, New York City, to artists Virginia (Admiral) and  His paternal grandfather was of Italian descent, and his other ancestry is English, Dutch, German, French and Irish. He was trained at..."
"https://m.media-amazon.com/images/M/MV5BMTc5NTMyMjIwMV5BMl5BanBnXkFtZTcwNTMyNjYwMw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Sam Worthington,Actor,Avatar,"Samuel Henry John Worthington was born August 2, 1976 in Surrey, England. His parents, Jeanne (Martyn) and Ronald Worthington, a power plant employee, moved the family to Australia when he was six months old, and raised him and his sister Lucinda in Warnbro, a suburb of Perth, Western Australia...."
"https://m.media-amazon.com/images/M/MV5BMTQ4MjM4OTA2OF5BMl5BanBnXkFtZTcwNDM3NzIzOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Adrianne Palicki,Actress,G.I. Joe: Retaliation,"Adrianne Palicki was born on May 6, 1983 in Toledo, Ohio, to Nancy (French) and Jeffrey Palicki. Her father is of Polish and Hungarian descent, and her mother is of English and German ancestry. Adrianne graduated from Whitmer High School. She did not take the stage in her first play until she was a..."
"https://m.media-amazon.com/images/M/MV5BMTY4Mjg0NjIxOV5BMl5BanBnXkFtZTcwMTM2NTI3MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Harrison Ford,Actor,Raiders of the Lost Ark,"Harrison Ford was born on July 13, 1942 in Chicago, Illinois, to Dorothy (Nidelman), a radio actress, and Christopher Ford (born John William Ford), an actor turned advertising executive. His father was of Irish and German ancestry, while his maternal grandparents were Jewish immigrants from Minsk,..."
"https://m.media-amazon.com/images/M/MV5BMjI2MDQ0NjAyMF5BMl5BanBnXkFtZTgwNjI1Mjg1MzE@._V1_UY209_CR7,0,140,209_AL_.jpg",Aidan Turner,Actor,The Hobbit: The Desolation of Smaug,"Aidan Turner was born in Dublin, Ireland in 1983. After graduating from the Gaiety School of Acting in 2004, Aidan appeared in a number of stage productions, many with Ireland's national theatre, The Abbey. Such productions included The Plough & The Stars, Romeo & Juliet and A Cry from Heaven. In ..."
"https://m.media-amazon.com/images/M/MV5BMTY4OTMxMDkwNV5BMl5BanBnXkFtZTcwOTQxOTg3NQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Rose Byrne,Actress,Spy,"Rose Byrne was born in Balmain, Sydney, Australia. She is the daughter of Jane, a primary school administrator, and Robin Byrne, a semi-retired statistician and market researcher.She landed her first role in a movie,  (1994), when she was 15 years old.Since then, Rose has appeared in a ..."
"https://m.media-amazon.com/images/M/MV5BMTc0ODA1MjY5M15BMl5BanBnXkFtZTcwNzcwMDYzOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Elle Fanning,Actress,Super 8,"Mary Elle Fanning was born on the 9th of April 1998 in Conyers, Georgia, USA, to Heather Joy (Arrington) and Steven J. Fanning. Her mother played professional tennis, and her father, now an electronics salesman, played minor league baseball. She is of German, Irish, English, French, and Channel ..."
"https://m.media-amazon.com/images/M/MV5BZWQ0ZTgwYWItYTI3MS00MWNjLWE0N2QtYzEyNDU4NTE2YjdlXkEyXkFqcGdeQXVyMjE2OTgzMTc@._V1_UY209_CR13,0,140,209_AL_.jpg",Alysia Reiner,Actress,Orange Is the New Black,"Alysia Reiner is best known for her role as Natalie ""Fig"" Figueroa, the tough-as-nails assistant warden everyone loves to hate on the Netflix hit series  (2013), for which she won a Screen Actors Guild award as part of the ensemble cast. She also played Sunny in the FX show ..."
"https://m.media-amazon.com/images/M/MV5BMTk5NjQ2ODgzN15BMl5BanBnXkFtZTgwNTE5NTM4MTE@._V1_UY209_CR3,0,140,209_AL_.jpg",Gemma Chan,Actress,Humans,"Gemma Chan (born 29 November 1982) is a British film, television, and theatre actress and former fashion model. She portrays Charlotte in season four of the Showtime and ITV2 series Secret Diary of a Call Girl; Ruth in Channel 4's Fresh Meat; Mia Bennett in the BBC's Doctor Who ""The Waters of Mars""..."
"https://m.media-amazon.com/images/M/MV5BMTA1MDY3MTc2OTReQTJeQWpwZ15BbWU3MDc2MTU1NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Mark Rylance,Actor,Bridge of Spies,"Widely regarded as the greatest stage actor of his generation, Sir Mark Rylance has enjoyed an esteemed career on stage and on screen, and won the Academy Award for Best Supporting Actor and the BAFTA Award for Best Supporting Actor for his portrayal of Rudolf Abel in 's ..."
"https://m.media-amazon.com/images/M/MV5BMTkzNTUyMTczM15BMl5BanBnXkFtZTcwMjMxNTM4Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Cobie Smulders,Actress,The Avengers,"Cobie Smulders was born on April 3, 1982, in Vancouver, British Columbia, to a Dutch father and an English mother. As a girl, Cobie had set her sights on becoming a doctor or a marine biologist. In fact, it wasn't until high school that Cobie started to explore acting after appearing in several ..."
"https://m.media-amazon.com/images/M/MV5BODY3MDQ4MTQ4Nl5BMl5BanBnXkFtZTgwNDU2NzU1MDE@._V1_UY209_CR14,0,140,209_AL_.jpg",Isla Fisher,Actress,Wedding Crashers,"Isla Lang Fisher was born on February 3, 1976 in Muscat, Oman, to Scottish parents Elspeth Reid and Brian Fisher, who worked as a banker for the U.N. She spent her early childhood in Bathgate, Scotland, before moving to Perth, Australia with her family in the early 1980s. From a young age, Isla ..."
"https://m.media-amazon.com/images/M/MV5BMTI2OTk3MTgxNl5BMl5BanBnXkFtZTcwMTMxNDkxMw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Ellen Barkin,Actress,The Fan,"Offbeat, unconventionally pretty, and utterly mesmerizing, Ellen Barkin was born in 1954 in the Bronx, New York, to Evelyn (Rozin), a hospital administrator, and Sol Barkin, a chemical salesman. Her parents were both from Russian Jewish families. Raised in the South Bronx and Queens, New York area,..."
"https://m.media-amazon.com/images/M/MV5BMTgyNzE5OTkzMV5BMl5BanBnXkFtZTgwNzM4ODAzMjE@._V1_UY209_CR1,0,140,209_AL_.jpg",Sophie Turner,Actress,Game of Thrones,"Sophie Turner (born 21 February 1996) is an English actress. Turner made her professional acting debut as Sansa Stark on the HBO fantasy television series  (2011) (2011-present), which brought her international recognition and critical praise. For her performance, she has received ..."
"https://m.media-amazon.com/images/M/MV5BMTc4NTg4ODU0Ml5BMl5BanBnXkFtZTgwOTA1MjUwNDE@._V1_UY209_CR8,0,140,209_AL_.jpg",Alexis Bledel,Actress,Gilmore Girls,"Kimberly Alexis Bledel was born in Houston, Texas, to Nanette (Dozier) and Martin Bledel. Her parents are both Spanish-speakers (her mother was born in Arizona and raised in Mexico, and her father was born in Argentina), and Alexis's ancestry includes Danish, Welsh, English, Scottish, Irish, and ..."
"https://m.media-amazon.com/images/M/MV5BMTkxODM3ODY2Nl5BMl5BanBnXkFtZTgwMzAyMjU2NzE@._V1_UY209_CR13,0,140,209_AL_.jpg",Nathan Fillion,Actor,Castle,"Nathan Fillion was born on 27 March 1971 in Edmonton, Alberta, Canada. He is the son of Cookie (Early) and Bob Fillion, both retired English teachers, and has an older brother, Jeff. In Canada, he attended Holy Trinity Catholic High School, Concordia University College of Alberta and University of ..."
"https://m.media-amazon.com/images/M/MV5BMTczMTI1MjQzN15BMl5BanBnXkFtZTgwNjY2ODY2NDE@._V1_UY209_CR128,0,140,209_AL_.jpg",Katherine Waterston,Actress,Inherent Vice,"Katherine Waterston is an American actress. She is best known for Inherent Vice (2014), Fantastic Beasts and Where to Find Them (2016), and Alien: Covenant (2017).Waterston made her feature film debut in Michael Clayton (2007). She also had supporting roles in films including Robot & Frank (2012), ..."
"https://m.media-amazon.com/images/M/MV5BMjEzMjk4NDU4MF5BMl5BanBnXkFtZTcwMDMyNjQzMg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Daniel Craig,Actor,Casino Royale,"One of the British theatre's most famous faces, Daniel Craig, who waited tables as a struggling teenage actor with the National Youth Theatre, has gone on to star as James Bond in  (2006),  (2008),  (2012),  (2015), and  (2019).He was born Daniel ..."
"https://m.media-amazon.com/images/M/MV5BYTdiOTQ3ZDctNjUyNy00NjIyLTg5ODMtNzMxOGQ5Y2YxOTE2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Eleanor Tomlinson,Actress,Jack the Giant Slayer,Eleanor May Tomlinson who was born in 19 May 1992. She is professionally an English actress who is recognized by her performance in  (2013) portrayed as Princess during the year 2013. Her work in  (2013) as Isabel Neville is counted as successful work undertaken ...
"https://m.media-amazon.com/images/M/MV5BYzY2ZDdlNzgtMzc5OC00ZThjLTgyYmQtN2YxYzMxZTMyNjdiXkEyXkFqcGdeQXVyMjM0NjMyODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Amandla Stenberg,Actress,The Hate U Give,"Named for the Zulu and Xhosa word for ""power,"" Amandla was born in Los Angeles, California, to Karen Brailsford, a writer, and Tom Stenberg, a businessman. Her mother is African-American and her father is Danish (and of part Inuit-Greenlandic ancestry).In the summer and fall of 2010, she shot her ..."
"https://m.media-amazon.com/images/M/MV5BMTQ3NjM1NjM0N15BMl5BanBnXkFtZTcwMDUxNjk3Nw@@._V1_UY209_CR2,0,140,209_AL_.jpg",Jesse Plemons,Actor,Battleship,"Jesse Plemons was born on April 2, 1988 in Dallas, Texas, USA as Jesse Lon Plemons. He is an actor, known for  (2012),  (2015) and  (2012)."
"https://m.media-amazon.com/images/M/MV5BODE0NTkyMDgxOV5BMl5BanBnXkFtZTgwMjExNTc1NDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Jenny Slate,Actress,Zootopia,"Jenny Slate was born on March 25, 1982 in Milton, Massachusetts, USA as Jenny Sarah Slate. She is an actress and writer, known for  (2016),  (2014) and  (2016). She was previously married to ."
"https://m.media-amazon.com/images/M/MV5BMTYzMjY2ODkxMV5BMl5BanBnXkFtZTgwMjQxMDA5MTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Nick Offerman,Actor,Parks and Recreation,"Nick Offerman was born on June 26, 1970 in Joliet, Illinois, USA. He is an actor and producer, known for  (2009),  (2016) and  (2014). He has been married to  since September 20, 2003."
"https://m.media-amazon.com/images/M/MV5BMjExNzA4MDYxN15BMl5BanBnXkFtZTcwOTI1MDAxOQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",Vin Diesel,Actor,Guardians of the Galaxy,"Vin Diesel was born Mark Sinclair in Alameda County, California, along with his fraternal twin brother, . He was raised by his astrologer/psychologist mother, Delora Sherleen (Sinclair), and adoptive father, Irving H. Vincent, an acting instructor and theatre manager, in an artists' ..."
"https://m.media-amazon.com/images/M/MV5BMTI4Mzk4MDk2NV5BMl5BanBnXkFtZTYwODgxNjc4._V1_UX140_CR0,0,140,209_AL_.jpg",Wesley Snipes,Actor,Blade,"Wesley Trent Snipes was born in Orlando, Florida, to Maryann (Long), a teacher's assistant, and Wesley Rudolph Snipes, an aircraft engineer. He grew up on the streets of the South Bronx in New York City, where he very early decided that the theater was to be his career. He attended the High School ..."
"https://m.media-amazon.com/images/M/MV5BMTg3Njg5OTc4OV5BMl5BanBnXkFtZTcwMTE5OTMzMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Chris Messina,Actor,Away We Go,"Chris Messina was born on August 11, 1974 in New York City, New York, USA. He is an actor, known for  (2009),  (2012) and  (2010). He is married to . They have two children. He was previously married to ."
"https://m.media-amazon.com/images/M/MV5BMTc3MDcxMDA5Ml5BMl5BanBnXkFtZTgwNDM1NTU5MDE@._V1_UY209_CR1,0,140,209_AL_.jpg",Reese Witherspoon,Actress,Wild,"Laura Jeanne Reese Witherspoon was born on March 22, 1976 at Southern Baptist Hospital (now Memorial Medical Center) in New Orleans, Louisiana. She is the second child of Mary Elizabeth ""Betty"" (Reese) and Dr. John Draper Witherspoon, Sr. Her father was a military surgeon specializing in ear, nose ..."
"https://m.media-amazon.com/images/M/MV5BMTQ3NDU5OTY5NV5BMl5BanBnXkFtZTgwNjE5ODA5OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Juno Temple,Actress,Atonement,"Juno Violet Temple was born in London, England, into a showbiz family, the daughter of producer  and film director . She was named 'Juno' after her parents took a visit to the Grand Canyon during pregnancy, and found they were standing on a butte of Cape Final known as ..."
"https://m.media-amazon.com/images/M/MV5BMjM0OTIyMzY1M15BMl5BanBnXkFtZTgwMTg0OTE0NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Bradley Cooper,Actor,Silver Linings Playbook,"Bradley Charles Cooper was born on January 5, 1975 in Philadelphia, Pennsylvania. His mother, Gloria (Campano), is of Italian descent, and worked for a local NBC station. His father, Charles John Cooper, who was of Irish descent, was a stockbroker. Immediately after Bradley graduated from the ..."
"https://m.media-amazon.com/images/M/MV5BMTc2Njg1MDM2OV5BMl5BanBnXkFtZTcwMTE4NDk2Mw@@._V1_UY209_CR9,0,140,209_AL_.jpg",Rob Reiner,Actor,All in the Family,"Robert Reiner was born in New York City, to  (née Lebost) and Emmy-winning actor, comedian, writer, and producer .As a child, he often looked up to his father as his inspiration and role-model. Carl Reiner was on The Dick Van Dyke Show, which he created and also starred in...."
"https://m.media-amazon.com/images/M/MV5BMjY5ODUzNzEwMl5BMl5BanBnXkFtZTgwMTQzMjg1MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",André Holland,Actor,Moonlight,"André Holland was born on December 28, 1979 in Bessemer, Alabama, USA. He is an actor, known for  (2016),  (2014) and  (2013)."
"https://m.media-amazon.com/images/M/MV5BMTgzNjkwOTE0NV5BMl5BanBnXkFtZTgwMTM0NDI2MDI@._V1_UY209_CR58,0,140,209_AL_.jpg",Kevin Costner,Actor,The Postman,"Kevin Michael Costner was born on January 18, 1955 in Lynwood, California, the third child of , a ditch digger and ultimately an electric line servicer for Southern California Edison, and  (née Tedrick), a welfare worker. His older brother, Dan, was born in 1950. A middle ..."
"https://m.media-amazon.com/images/M/MV5BMTExNjAyMDgxNzheQTJeQWpwZ15BbWU3MDc2OTY1NTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Katee Sackhoff,Actress,Battlestar Galactica,"Katee Sackhoff was born on April 8, 1980 in Portland, Oregon, USA as Kathryn Ann Sackhoff. She is an actress and producer, known for  (2004),  (2013) and  (2013)."
"https://m.media-amazon.com/images/M/MV5BMjA4MzMzNDM5MF5BMl5BanBnXkFtZTgwMjQ0MDk0NDM@._V1_UX140_CR0,0,140,209_AL_.jpg",James Franco,Actor,127 Hours,"Known for his breakthrough starring role on  (1999), James Franco was born April 19, 1978 in Palo Alto, California, to , a writer, artist, and actress, and Douglas Eugene ""Doug"" Franco, who ran a Silicon Valley business. His mother is Jewish and his father was of ..."
"https://m.media-amazon.com/images/M/MV5BMTQ1Mzg3NTA0OF5BMl5BanBnXkFtZTcwNTgyNTM5OQ@@._V1_UY209_CR69,0,140,209_AL_.jpg",Elisha Cuthbert,Actress,The Girl Next Door,"Elisha Ann Cuthbert (born November 30, 1982) is a Canadian actress and model. She became internationally known for playing Kim Bauer in the series  (2001); Danielle in the teen comedy film  (2004) and Carly Jones in the 2005 in of  (2005). She was voted the sexiest ..."
"https://m.media-amazon.com/images/M/MV5BMzc3OTQ0ODEwMF5BMl5BanBnXkFtZTgwOTgzODIzMTE@._V1_UY209_CR8,0,140,209_AL_.jpg",Pedro Pascal,Actor,Game of Thrones,Pedro Pascal is a Chilean-born American actor. He is best known for portraying the roles of Oberyn Martell in the fourth season of the HBO series Game of Thrones and Javier Peña in the Netflix series Narcos.In 2016 he starred in the American-Chinese film The Great Wall alongside Matt Damon.
"https://m.media-amazon.com/images/M/MV5BMTUzMTA3NjM4MV5BMl5BanBnXkFtZTcwNjk1NTAyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Sarah Paulson,Actress,12 Years a Slave,"Sarah Paulson was born on December 17, 1974 in Tampa, Florida, to Catharine Gordon (Dolcater) and Douglas Lyle Paulson II. She spent most of her early years in New York and Maine, before settling in Manhattan to attend the American Academy of Dramatic Arts and the High School for Performing Arts. ..."
